Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
| time/                   |            |
|    fps                  | 4990       |
|    iterations           | 251        |
|    time_elapsed         | 824        |
|    total_timesteps      | 4112384    |
| train/                  |            |
|    approx_kl            | 0.20641449 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.22       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0231    |
|    n_updates            | 2500       |
|    policy_gradient_loss | 0.00394    |
|    std                  | 0.145      |
|    value_loss           | 0.00267    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 382        |
| time/                   |            |
|    fps                  | 4991       |
|    iterations           | 252        |
|    time_elapsed         | 827        |
|    total_timesteps      | 4128768    |
| train/                  |            |
|    approx_kl            | 0.24325497 |
|    clip_fraction        | 0.718      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.24       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0428    |
|    n_updates            | 2510       |
|    policy_gradient_loss | 0.00169    |
|    std                  | 0.145      |
|    value_loss           | 0.00319    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 382        |
| time/                   |            |
|    fps                  | 4991       |
|    iterations           | 253        |
|    time_elapsed         | 830        |
|    total_timesteps      | 4145152    |
| train/                  |            |
|    approx_kl            | 0.23721756 |
|    clip_fraction        | 0.721      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.25       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0089    |
|    n_updates            | 2520       |
|    policy_gradient_loss | 0.00455    |
|    std                  | 0.145      |
|    value_loss           | 0.00375    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 381        |
| time/                   |            |
|    fps                  | 4992       |
|    iterations           | 254        |
|    time_elapsed         | 833        |
|    total_timesteps      | 4161536    |
| train/                  |            |
|    approx_kl            | 0.24417678 |
|    clip_fraction        | 0.73       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.26       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0314    |
|    n_updates            | 2530       |
|    policy_gradient_loss | 0.00625    |
|    std                  | 0.145      |
|    value_loss           | 0.00334    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 392        |
| time/                   |            |
|    fps                  | 4993       |
|    iterations           | 255        |
|    time_elapsed         | 836        |
|    total_timesteps      | 4177920    |
| train/                  |            |
|    approx_kl            | 0.24018365 |
|    clip_fraction        | 0.729      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.23       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0112    |
|    n_updates            | 2540       |
|    policy_gradient_loss | 0.00937    |
|    std                  | 0.145      |
|    value_loss           | 0.00386    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 385        |
| time/                   |            |
|    fps                  | 4993       |
|    iterations           | 256        |
|    time_elapsed         | 839        |
|    total_timesteps      | 4194304    |
| train/                  |            |
|    approx_kl            | 0.24169615 |
|    clip_fraction        | 0.722      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.22       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0204    |
|    n_updates            | 2550       |
|    policy_gradient_loss | -0.00038   |
|    std                  | 0.145      |
|    value_loss           | 0.00304    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 373        |
| time/                   |            |
|    fps                  | 4994       |
|    iterations           | 257        |
|    time_elapsed         | 843        |
|    total_timesteps      | 4210688    |
| train/                  |            |
|    approx_kl            | 0.23385903 |
|    clip_fraction        | 0.727      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.25       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0219    |
|    n_updates            | 2560       |
|    policy_gradient_loss | 0.00386    |
|    std                  | 0.145      |
|    value_loss           | 0.00325    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 380        |
| time/                   |            |
|    fps                  | 4995       |
|    iterations           | 258        |
|    time_elapsed         | 846        |
|    total_timesteps      | 4227072    |
| train/                  |            |
|    approx_kl            | 0.22374454 |
|    clip_fraction        | 0.722      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.25       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0221    |
|    n_updates            | 2570       |
|    policy_gradient_loss | 0.00238    |
|    std                  | 0.145      |
|    value_loss           | 0.00323    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 387        |
| time/                   |            |
|    fps                  | 4995       |
|    iterations           | 259        |
|    time_elapsed         | 849        |
|    total_timesteps      | 4243456    |
| train/                  |            |
|    approx_kl            | 0.24050039 |
|    clip_fraction        | 0.715      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.26       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0174    |
|    n_updates            | 2580       |
|    policy_gradient_loss | 0.00168    |
|    std                  | 0.144      |
|    value_loss           | 0.0032     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 391        |
| time/                   |            |
|    fps                  | 4996       |
|    iterations           | 260        |
|    time_elapsed         | 852        |
|    total_timesteps      | 4259840    |
| train/                  |            |
|    approx_kl            | 0.26810813 |
|    clip_fraction        | 0.732      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.29       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0206    |
|    n_updates            | 2590       |
|    policy_gradient_loss | 0.00484    |
|    std                  | 0.144      |
|    value_loss           | 0.00336    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 390        |
| time/                   |            |
|    fps                  | 4996       |
|    iterations           | 261        |
|    time_elapsed         | 855        |
|    total_timesteps      | 4276224    |
| train/                  |            |
|    approx_kl            | 0.24351566 |
|    clip_fraction        | 0.72       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.3        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0286    |
|    n_updates            | 2600       |
|    policy_gradient_loss | 0.00392    |
|    std                  | 0.144      |
|    value_loss           | 0.0032     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 406        |
| time/                   |            |
|    fps                  | 4998       |
|    iterations           | 262        |
|    time_elapsed         | 858        |
|    total_timesteps      | 4292608    |
| train/                  |            |
|    approx_kl            | 0.27830097 |
|    clip_fraction        | 0.729      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.32       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0127    |
|    n_updates            | 2610       |
|    policy_gradient_loss | 0.00174    |
|    std                  | 0.144      |
|    value_loss           | 0.00306    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 403        |
| time/                   |            |
|    fps                  | 4998       |
|    iterations           | 263        |
|    time_elapsed         | 862        |
|    total_timesteps      | 4308992    |
| train/                  |            |
|    approx_kl            | 0.24856403 |
|    clip_fraction        | 0.724      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.31       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.023     |
|    n_updates            | 2620       |
|    policy_gradient_loss | 0.0013     |
|    std                  | 0.144      |
|    value_loss           | 0.00286    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 378        |
| time/                   |            |
|    fps                  | 4999       |
|    iterations           | 264        |
|    time_elapsed         | 865        |
|    total_timesteps      | 4325376    |
| train/                  |            |
|    approx_kl            | 0.24382731 |
|    clip_fraction        | 0.726      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.32       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.016     |
|    n_updates            | 2630       |
|    policy_gradient_loss | 0.00725    |
|    std                  | 0.144      |
|    value_loss           | 0.00343    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 390        |
| time/                   |            |
|    fps                  | 5000       |
|    iterations           | 265        |
|    time_elapsed         | 868        |
|    total_timesteps      | 4341760    |
| train/                  |            |
|    approx_kl            | 0.24403045 |
|    clip_fraction        | 0.722      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.3        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0257    |
|    n_updates            | 2640       |
|    policy_gradient_loss | 0.00193    |
|    std                  | 0.144      |
|    value_loss           | 0.00362    |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 300      |
|    ep_rew_mean          | 392      |
| time/                   |          |
|    fps                  | 5001     |
|    iterations           | 266      |
|    time_elapsed         | 871      |
|    total_timesteps      | 4358144  |
| train/                  |          |
|    approx_kl            | 0.255238 |
|    clip_fraction        | 0.726    |
|    clip_range           | 0.2      |
|    entropy_loss         | 9.32     |
|    explained_variance   | 0.993    |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0135  |
|    n_updates            | 2650     |
|    policy_gradient_loss | 0.00599  |
|    std                  | 0.144    |
|    value_loss           | 0.00283  |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 394        |
| time/                   |            |
|    fps                  | 5002       |
|    iterations           | 267        |
|    time_elapsed         | 874        |
|    total_timesteps      | 4374528    |
| train/                  |            |
|    approx_kl            | 0.28789127 |
|    clip_fraction        | 0.732      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.35       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00378   |
|    n_updates            | 2660       |
|    policy_gradient_loss | 0.00472    |
|    std                  | 0.144      |
|    value_loss           | 0.00324    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 399        |
| time/                   |            |
|    fps                  | 5002       |
|    iterations           | 268        |
|    time_elapsed         | 877        |
|    total_timesteps      | 4390912    |
| train/                  |            |
|    approx_kl            | 0.24361205 |
|    clip_fraction        | 0.716      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.37       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00254    |
|    n_updates            | 2670       |
|    policy_gradient_loss | 0.00297    |
|    std                  | 0.144      |
|    value_loss           | 0.00344    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 394       |
| time/                   |           |
|    fps                  | 5003      |
|    iterations           | 269       |
|    time_elapsed         | 880       |
|    total_timesteps      | 4407296   |
| train/                  |           |
|    approx_kl            | 0.2454156 |
|    clip_fraction        | 0.722     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.38      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0143   |
|    n_updates            | 2680      |
|    policy_gradient_loss | 0.00567   |
|    std                  | 0.144     |
|    value_loss           | 0.00311   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 416        |
| time/                   |            |
|    fps                  | 5004       |
|    iterations           | 270        |
|    time_elapsed         | 883        |
|    total_timesteps      | 4423680    |
| train/                  |            |
|    approx_kl            | 0.25771517 |
|    clip_fraction        | 0.734      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.37       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00904   |
|    n_updates            | 2690       |
|    policy_gradient_loss | 0.00751    |
|    std                  | 0.144      |
|    value_loss           | 0.00297    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 422        |
| time/                   |            |
|    fps                  | 5005       |
|    iterations           | 271        |
|    time_elapsed         | 887        |
|    total_timesteps      | 4440064    |
| train/                  |            |
|    approx_kl            | 0.22987384 |
|    clip_fraction        | 0.713      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.4        |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0174    |
|    n_updates            | 2700       |
|    policy_gradient_loss | 0.00314    |
|    std                  | 0.143      |
|    value_loss           | 0.00281    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 403       |
| time/                   |           |
|    fps                  | 5006      |
|    iterations           | 272       |
|    time_elapsed         | 890       |
|    total_timesteps      | 4456448   |
| train/                  |           |
|    approx_kl            | 0.2641623 |
|    clip_fraction        | 0.724     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.44      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00191  |
|    n_updates            | 2710      |
|    policy_gradient_loss | 0.00455   |
|    std                  | 0.143     |
|    value_loss           | 0.00334   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 388        |
| time/                   |            |
|    fps                  | 5006       |
|    iterations           | 273        |
|    time_elapsed         | 893        |
|    total_timesteps      | 4472832    |
| train/                  |            |
|    approx_kl            | 0.26572087 |
|    clip_fraction        | 0.728      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.5        |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0235    |
|    n_updates            | 2720       |
|    policy_gradient_loss | 0.00256    |
|    std                  | 0.142      |
|    value_loss           | 0.00271    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 389        |
| time/                   |            |
|    fps                  | 5007       |
|    iterations           | 274        |
|    time_elapsed         | 896        |
|    total_timesteps      | 4489216    |
| train/                  |            |
|    approx_kl            | 0.28734058 |
|    clip_fraction        | 0.747      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.52       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0163    |
|    n_updates            | 2730       |
|    policy_gradient_loss | 0.0142     |
|    std                  | 0.143      |
|    value_loss           | 0.00408    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 398        |
| time/                   |            |
|    fps                  | 5007       |
|    iterations           | 275        |
|    time_elapsed         | 899        |
|    total_timesteps      | 4505600    |
| train/                  |            |
|    approx_kl            | 0.28758883 |
|    clip_fraction        | 0.736      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.5        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0366    |
|    n_updates            | 2740       |
|    policy_gradient_loss | 0.0052     |
|    std                  | 0.143      |
|    value_loss           | 0.00269    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 403        |
| time/                   |            |
|    fps                  | 5008       |
|    iterations           | 276        |
|    time_elapsed         | 902        |
|    total_timesteps      | 4521984    |
| train/                  |            |
|    approx_kl            | 0.27150267 |
|    clip_fraction        | 0.736      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.51       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0232    |
|    n_updates            | 2750       |
|    policy_gradient_loss | 0.00682    |
|    std                  | 0.143      |
|    value_loss           | 0.00328    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 403        |
| time/                   |            |
|    fps                  | 5009       |
|    iterations           | 277        |
|    time_elapsed         | 905        |
|    total_timesteps      | 4538368    |
| train/                  |            |
|    approx_kl            | 0.26187584 |
|    clip_fraction        | 0.727      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.56       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.016     |
|    n_updates            | 2760       |
|    policy_gradient_loss | 0.00521    |
|    std                  | 0.142      |
|    value_loss           | 0.00327    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 398        |
| time/                   |            |
|    fps                  | 5010       |
|    iterations           | 278        |
|    time_elapsed         | 909        |
|    total_timesteps      | 4554752    |
| train/                  |            |
|    approx_kl            | 0.26238632 |
|    clip_fraction        | 0.737      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.57       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0244    |
|    n_updates            | 2770       |
|    policy_gradient_loss | 0.00835    |
|    std                  | 0.142      |
|    value_loss           | 0.00256    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 392        |
| time/                   |            |
|    fps                  | 5010       |
|    iterations           | 279        |
|    time_elapsed         | 912        |
|    total_timesteps      | 4571136    |
| train/                  |            |
|    approx_kl            | 0.28155607 |
|    clip_fraction        | 0.739      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.58       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0202    |
|    n_updates            | 2780       |
|    policy_gradient_loss | 0.0104     |
|    std                  | 0.142      |
|    value_loss           | 0.00337    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 381        |
| time/                   |            |
|    fps                  | 5010       |
|    iterations           | 280        |
|    time_elapsed         | 915        |
|    total_timesteps      | 4587520    |
| train/                  |            |
|    approx_kl            | 0.27006638 |
|    clip_fraction        | 0.742      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.58       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0115    |
|    n_updates            | 2790       |
|    policy_gradient_loss | 0.00607    |
|    std                  | 0.142      |
|    value_loss           | 0.00313    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 381       |
| time/                   |           |
|    fps                  | 5011      |
|    iterations           | 281       |
|    time_elapsed         | 918       |
|    total_timesteps      | 4603904   |
| train/                  |           |
|    approx_kl            | 0.2637422 |
|    clip_fraction        | 0.73      |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.59      |
|    explained_variance   | 0.994     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0158   |
|    n_updates            | 2800      |
|    policy_gradient_loss | 0.00703   |
|    std                  | 0.142     |
|    value_loss           | 0.00392   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 367       |
| time/                   |           |
|    fps                  | 5011      |
|    iterations           | 282       |
|    time_elapsed         | 921       |
|    total_timesteps      | 4620288   |
| train/                  |           |
|    approx_kl            | 0.2839797 |
|    clip_fraction        | 0.741     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.58      |
|    explained_variance   | 0.994     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.00154   |
|    n_updates            | 2810      |
|    policy_gradient_loss | 0.00919   |
|    std                  | 0.142     |
|    value_loss           | 0.0031    |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 373       |
| time/                   |           |
|    fps                  | 5011      |
|    iterations           | 283       |
|    time_elapsed         | 925       |
|    total_timesteps      | 4636672   |
| train/                  |           |
|    approx_kl            | 0.2706166 |
|    clip_fraction        | 0.741     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.6       |
|    explained_variance   | 0.99      |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0214   |
|    n_updates            | 2820      |
|    policy_gradient_loss | 0.00708   |
|    std                  | 0.142     |
|    value_loss           | 0.00475   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 408        |
| time/                   |            |
|    fps                  | 5012       |
|    iterations           | 284        |
|    time_elapsed         | 928        |
|    total_timesteps      | 4653056    |
| train/                  |            |
|    approx_kl            | 0.24998721 |
|    clip_fraction        | 0.731      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.63       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0154    |
|    n_updates            | 2830       |
|    policy_gradient_loss | 0.00815    |
|    std                  | 0.142      |
|    value_loss           | 0.00409    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 414        |
| time/                   |            |
|    fps                  | 5013       |
|    iterations           | 285        |
|    time_elapsed         | 931        |
|    total_timesteps      | 4669440    |
| train/                  |            |
|    approx_kl            | 0.26998273 |
|    clip_fraction        | 0.734      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.64       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0109     |
|    n_updates            | 2840       |
|    policy_gradient_loss | 0.00727    |
|    std                  | 0.142      |
|    value_loss           | 0.00211    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 383        |
| time/                   |            |
|    fps                  | 5014       |
|    iterations           | 286        |
|    time_elapsed         | 934        |
|    total_timesteps      | 4685824    |
| train/                  |            |
|    approx_kl            | 0.26908326 |
|    clip_fraction        | 0.734      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.61       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0207    |
|    n_updates            | 2850       |
|    policy_gradient_loss | 0.00272    |
|    std                  | 0.142      |
|    value_loss           | 0.00296    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 370        |
| time/                   |            |
|    fps                  | 5014       |
|    iterations           | 287        |
|    time_elapsed         | 937        |
|    total_timesteps      | 4702208    |
| train/                  |            |
|    approx_kl            | 0.26829886 |
|    clip_fraction        | 0.74       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.59       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0318    |
|    n_updates            | 2860       |
|    policy_gradient_loss | 0.00473    |
|    std                  | 0.142      |
|    value_loss           | 0.00268    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 374        |
| time/                   |            |
|    fps                  | 5014       |
|    iterations           | 288        |
|    time_elapsed         | 940        |
|    total_timesteps      | 4718592    |
| train/                  |            |
|    approx_kl            | 0.27713895 |
|    clip_fraction        | 0.742      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.57       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0154    |
|    n_updates            | 2870       |
|    policy_gradient_loss | 0.00816    |
|    std                  | 0.142      |
|    value_loss           | 0.00337    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 384        |
| time/                   |            |
|    fps                  | 5015       |
|    iterations           | 289        |
|    time_elapsed         | 944        |
|    total_timesteps      | 4734976    |
| train/                  |            |
|    approx_kl            | 0.25318792 |
|    clip_fraction        | 0.732      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.53       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00407   |
|    n_updates            | 2880       |
|    policy_gradient_loss | 0.00893    |
|    std                  | 0.143      |
|    value_loss           | 0.004      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 388        |
| time/                   |            |
|    fps                  | 5015       |
|    iterations           | 290        |
|    time_elapsed         | 947        |
|    total_timesteps      | 4751360    |
| train/                  |            |
|    approx_kl            | 0.25876087 |
|    clip_fraction        | 0.736      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.51       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0333    |
|    n_updates            | 2890       |
|    policy_gradient_loss | 0.00697    |
|    std                  | 0.143      |
|    value_loss           | 0.00333    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 396       |
| time/                   |           |
|    fps                  | 5015      |
|    iterations           | 291       |
|    time_elapsed         | 950       |
|    total_timesteps      | 4767744   |
| train/                  |           |
|    approx_kl            | 0.2875417 |
|    clip_fraction        | 0.742     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.53      |
|    explained_variance   | 0.988     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0134   |
|    n_updates            | 2900      |
|    policy_gradient_loss | 0.00777   |
|    std                  | 0.142     |
|    value_loss           | 0.00356   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 398       |
| time/                   |           |
|    fps                  | 5016      |
|    iterations           | 292       |
|    time_elapsed         | 953       |
|    total_timesteps      | 4784128   |
| train/                  |           |
|    approx_kl            | 0.2427413 |
|    clip_fraction        | 0.733     |
|    clip_range           | 0.2       |
|    entropy_loss         | 9.55      |
|    explained_variance   | 0.991     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.00495   |
|    n_updates            | 2910      |
|    policy_gradient_loss | 0.00635   |
|    std                  | 0.143     |
|    value_loss           | 0.00317   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 395        |
| time/                   |            |
|    fps                  | 5016       |
|    iterations           | 293        |
|    time_elapsed         | 956        |
|    total_timesteps      | 4800512    |
| train/                  |            |
|    approx_kl            | 0.28798562 |
|    clip_fraction        | 0.738      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.54       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0141    |
|    n_updates            | 2920       |
|    policy_gradient_loss | 0.00658    |
|    std                  | 0.142      |
|    value_loss           | 0.00263    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 385        |
| time/                   |            |
|    fps                  | 5017       |
|    iterations           | 294        |
|    time_elapsed         | 959        |
|    total_timesteps      | 4816896    |
| train/                  |            |
|    approx_kl            | 0.28472644 |
|    clip_fraction        | 0.74       |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.52       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0201    |
|    n_updates            | 2930       |
|    policy_gradient_loss | 0.00787    |
|    std                  | 0.143      |
|    value_loss           | 0.00318    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 384        |
| time/                   |            |
|    fps                  | 5018       |
|    iterations           | 295        |
|    time_elapsed         | 963        |
|    total_timesteps      | 4833280    |
| train/                  |            |
|    approx_kl            | 0.27568093 |
|    clip_fraction        | 0.732      |
|    clip_range           | 0.2        |
|    entropy_loss         | 9.5        |
|    explained_variance   | 0.989      |
